"PUID","Format Name","Format Version","Format Risk","Extension"
"fmt/1653","STAD PAC File","","","pac,seq,"
"fmt/854","Personal Ancestral File (PAF)","3","","paf,"
"fmt/855","Personal Ancestral File (PAF)","4","","paf,"
"fmt/856","Personal Ancestral File (PAF)","5","","paf,"
"fmt/1439","Apple iWork Pages","09","","pages,"
"fmt/824","Apple iWork Pages","Generic","","pages,"
"fmt/1876","HMM Packfile","","","pak,"
"fmt/1186","Dr. Halo Image Palette","","","pal,"
"fmt/1183","MicroStation Material Palette","","","pal,"
"fmt/624","RIFF Palette Format","","","pal,"
"fmt/405","Portable Any Map","","","pam,"
"fmt/1619","Pascal Source Code","","","pas,"
"fmt/1103","AutoCAD Hatch Pattern","","","pat,"
"x-fmt/76","CorelDraw Pattern","","","pat,"
"x-fmt/164","Portable Bitmap Image - ASCII","","","pbm,"
"fmt/409","Portable Bitmap Image - Binary","","","pbmb,pnm,"
"x-fmt/77","AutoCAD Plot Configuration File","R14","","pc2,"
"x-fmt/78","AutoCAD Plot Configuration File","2000","","pc3,"
"fmt/1775","Calc602 Project File","","","pc6,"
"fmt/1713","Calc602 Project File","1.0","","pc6,"
"fmt/1767","Calc602 Project File","1.51","","pc6,"
"fmt/779","pcap Packet Capture","","","pcap,cap,dmp,"
"fmt/780","pcap Next Generation Packet Capture","","","pcapng,"
"x-fmt/168","Broderbund Print Shop Deluxe","1-4","","pcc,pdb,pdc,pda,pdl,pds,pdg,"
"fmt/211","Kodak Photo CD Image","","","pcd,"
"fmt/1720","Portable Compiled Format","","","pcf,"
"fmt/1562","AutoDesk Indexed Point Cloud","","","pcg,"
"x-fmt/79","AutoCAD Plot Configuration File","1.0-R13","","pcp,"
"x-fmt/166","PICS Animation","","","pcs,"
"fmt/1778","Dynamic Publisher Picture File","","","pct,"
"x-fmt/80","Macintosh PICT Image","1.0","","pct,pict,"
"fmt/341","Macintosh PICT Image","2.0","","pct,pict,pic,"
"fmt/86","PCX","0","","pcx,pcc,"
"fmt/87","PCX","2","","pcx,pcc,"
"fmt/88","PCX","3","","pcx,pcc,"
"fmt/89","PCX","4","","pcx,pcc,"
"fmt/90","PCX","5","","pcx,pcc,"
"fmt/1078","Microsoft Program Database","2.00","","pdb,"
"fmt/1079","Microsoft Program Database","7.00","","pdb,"
"fmt/1654","Palm Database ImageViewer Format","","","pdb,"
"fmt/1064","Portable Database","1","","pdb,"
"fmt/1065","Portable Database","2","","pdb,"
"fmt/1066","Portable Database","3","","pdb,"
"fmt/510","PowerProject Teamplan","","","pdb,"
"fmt/1299","Broderbund Print Shop Deluxe","5-6","","pdb,pds,pcb,pdc,pcc,pce,pdg,pdl,pso,pdp,pho,pcp,ppi,pda,"
"x-fmt/167","Adobe PhotoDeluxe","","","pdd,"
"fmt/460","Verity Collection Partition Definition Descriptor Style Set","","","pdd,"
"fmt/701","Processing Development Environment","","","pde,"
"fmt/14","Acrobat PDF 1.0 - Portable Document Format","1.0","","pdf,"
"fmt/15","Acrobat PDF 1.1 - Portable Document Format","1.1","","pdf,"
"fmt/16","Acrobat PDF 1.2 - Portable Document Format","1.2","","pdf,"
"fmt/17","Acrobat PDF 1.3 - Portable Document Format","1.3","","pdf,"
"fmt/18","Acrobat PDF 1.4 - Portable Document Format","1.4","","pdf,"
"fmt/19","Acrobat PDF 1.5 - Portable Document Format","1.5","","pdf,"
"fmt/20","Acrobat PDF 1.6 - Portable Document Format","1.6","","pdf,"
"fmt/276","Acrobat PDF 1.7 - Portable Document Format","1.7","","pdf,"
"fmt/95","Acrobat PDF/A - Portable Document Format","1a","","pdf,"
"fmt/354","Acrobat PDF/A - Portable Document Format","1b","","pdf,"
"fmt/476","Acrobat PDF/A - Portable Document Format","2a","","pdf,"
"fmt/477","Acrobat PDF/A - Portable Document Format","2b","","pdf,"
"fmt/478","Acrobat PDF/A - Portable Document Format","2u","","pdf,"
"fmt/479","Acrobat PDF/A - Portable Document Format","3a","","pdf,"
"fmt/480","Acrobat PDF/A - Portable Document Format","3b","","pdf,"
"fmt/481","Acrobat PDF/A - Portable Document Format","3u","","pdf,"
"fmt/1910","Acrobat PDF/A - Portable Document Format","4","","pdf,"
"fmt/1911","Acrobat PDF/A - Portable Document Format","4e","","pdf,"
"fmt/1912","Acrobat PDF/A - Portable Document Format","4f","","pdf,"
"fmt/493","Acrobat PDF/E - Portable Document Format for Engineering PDF/E-1","","","pdf,"
"fmt/144","Acrobat PDF/X - Portable Document Format - Exchange 1:1999","","","pdf,"
"fmt/145","Acrobat PDF/X - Portable Document Format - Exchange 1:2001","","","pdf,"
"fmt/157","Acrobat PDF/X - Portable Document Format - Exchange 1a:2001","","","pdf,"
"fmt/146","Acrobat PDF/X - Portable Document Format - Exchange 1a:2003","","","pdf,"
"fmt/147","Acrobat PDF/X - Portable Document Format - Exchange 2:2003","","","pdf,"
"fmt/158","Acrobat PDF/X - Portable Document Format - Exchange 3:2002","","","pdf,"
"fmt/148","Acrobat PDF/X - Portable Document Format - Exchange 3:2003","","","pdf,"
"fmt/488","Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4","","","pdf,"
"fmt/489","Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4p","","","pdf,"
"fmt/490","Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5g","","","pdf,"
"fmt/492","Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5n","","","pdf,"
"fmt/491","Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5pg","","","pdf,"
"fmt/1129","PDF 2.0 - Portable Document Format","2.0","","pdf,"
"fmt/1451","PDF Portfolio","1.7","","pdf,"
"fmt/1411","Flow Charting","PDQ","","pdq,"
"x-fmt/81","Inkwriter/Notetaker Template","","","pdt,"
"fmt/446","Adobe Portable Document Catalog Index File","2.0","","pdx,"
"fmt/447","Adobe Portable Document Catalog Index File","3.0","","pdx,"
"fmt/448","Adobe Portable Document Catalog Index File","3.1","","pdx,"
"fmt/449","Adobe Portable Document Catalog Index File","3.2","","pdx,"
"fmt/1385","Bruker PDZ","","","pdz,xpdz,"
"fmt/1095","PEA Archive Format","","","pea,"
"fmt/1781","Pentax PEF Image File","","","pef,"
"fmt/1053","Adobe Audio Waveform","","","pek,"
"fmt/525","Adobe Printer Font Binary","","","pfb,"
"fmt/322","Portable Form File","","","pff,"
"fmt/509","Adobe PostScript Font Metrics file","","","pfm,"
"fmt/1414","PFS:Write Document","","","pfs,"
"fmt/1544","ELAN Preference File","","","pfsx,"
"fmt/1734","Portfolio Graphics Compressed File","","","pgc,"
"fmt/1128","Progressive Graphics File","","","pgf,"
"fmt/407","Portable Grey Map - ASCII","","","pgma,pgm,"
"fmt/406","Portable Grey Map - Binary","","","pgmb,pgm,"
"fmt/1731","PowerGraphics Image File","","","pgr,"
"x-fmt/169","PHP Script Page","","","php,"
"fmt/1780","Koala MicroIllustrator Graphic File","","","pic,"
"x-fmt/82","Lotus 1-2-3 Chart","","","pic,"
"fmt/1481","Micrografx In-A-Vision Drawing","","","pic,"
"x-fmt/170","PC Paint Bitmap","","","pic,"
"fmt/1744","Psion Series 3 Bitmap","","","pic,"
"fmt/1167","Softimage 3D Picture File Format","","","pic,"
"x-fmt/171","Inset Systems Bitmap","","","pix,"
"fmt/1745","PixArt Bitmap","","","pix,"
"fmt/1092","Alias Pix Image File","","","pix,ico,"
"fmt/381","FoxPro Project","","","pjx,"
"fmt/380","Microsoft Visual FoxPro Project","","","pjx,"
"fmt/330","Peak Graphical Waveform File","","","pk,"
"fmt/870","Perl Script","","","pl,"
"x-fmt/172","Microsoft FoxPro Library","","","plb,"
"fmt/456","Verity Collection Index Style Policy","","","plc,"
"fmt/979","XML Property List","","","plist,"
"fmt/984","Binary Property List","","","plist,nib,aae,iMovieProj,ezdraw,"
"fmt/1913","Graphisoft Archicad Project","17+","","pln,pla,"
"x-fmt/83","Hewlett Packard Vector Graphic Plotter File","","","plt,"
"fmt/1144","CompuServe WinCIM Message Format","","","plx,msg,"
"fmt/831","Polygon File Format","","","ply,"
"x-fmt/351","PageMaker Document","3.0","","pm3,"
"x-fmt/352","PageMaker PC Document","4.0","","pm4,pt4,"
"x-fmt/173","PageMaker PC Document","5.0","","pm5,pt5,"
"fmt/1719","PageMaker Mac Document","6.0","","pm6,pt6,"
"x-fmt/174","PageMaker PC Document","6.0","","pm6,pt6,"
"fmt/1366","ESRI Published Map Format","","","pmf,"
"fmt/1705","Persuasion Mac Document","4.0","","pn4,"
"fmt/11","Portable Network Graphics","1.0","","png,"
"fmt/12","Portable Network Graphics","1.1","","png,"
"fmt/13","Portable Network Graphics","1.2","","png,"
"fmt/935","Animated Portable Network Graphics","","","png,apng,"
"x-fmt/175","MacPaint Graphics","","","pnt,"
"fmt/1732","Prism Paint Bitmap","","","pnt,tpi,"
"fmt/522","Open Project File","","","pod,"
"fmt/782","PowerVR Object Data","","","pod,"
"fmt/997","SPSS Portable Data Format","","","por,"
"x-fmt/84","Microsoft Powerpoint Design Template","","","pot,"
"fmt/632","Microsoft PowerPoint Macro-Enabled Template","2007","","potm,"
"fmt/631","Microsoft PowerPoint Template","2007","","potx,"
"fmt/514","PowerProject","10","","pp,"
"fmt/515","PowerProject","11","","pp,"
"fmt/516","PowerProject","12.0.01","","pp,"
"fmt/517","PowerProject","12.0.02+","","pp,"
"fmt/511","PowerProject","7","","pp,"
"fmt/512","PowerProject","8","","pp,"
"fmt/513","PowerProject","9","","pp,"
"x-fmt/176","Picture Publisher Bitmap","4","","pp4,"
"x-fmt/85","Picture Publisher Bitmap","5.0","","pp5,"
"x-fmt/86","Microsoft Powerpoint Add-In","","","ppa,"
"fmt/633","Microsoft PowerPoint Macro-Enabled Add-In","2007","","ppam,"
"fmt/1708","Persuasion Player File","3","","ppf,"
"fmt/1360","Picture Publisher Bitmap","6-10","","ppf,"
"x-fmt/177","Microsoft PowerPoint Graphics File","","","ppi,"
"x-fmt/178","Portable Pixel Map - ASCII","","","ppm,"
"fmt/408","Portable Pixel Map - Binary","","","ppm,ppmb,"
"fmt/678","Serif PagePlus Publication","10","","ppp,"
"fmt/679","Serif PagePlus Publication","11","","ppp,"
"fmt/680","Serif PagePlus Publication","12","","ppp,"
"fmt/672","Serif PagePlus Publication","4","","ppp,"
"fmt/673","Serif PagePlus Publication","5","","ppp,"
"fmt/674","Serif PagePlus Publication","6","","ppp,"
"fmt/675","Serif PagePlus Publication","7","","ppp,"
"fmt/676","Serif PagePlus Publication","8","","ppp,"
"fmt/677","Serif PagePlus Publication","9","","ppp,"
"fmt/671","Serif PagePlus Publication","Generic","","ppp,"
"fmt/681","Serif PagePlus Publication","Home Office","","ppp,"
"fmt/1721","Pablo Paint Raster Image","","","ppp,pa3,"
"fmt/1536","Serif PagePlus Publication","SE","","ppp,ppb,ppx,"
"fmt/1529","Serif PagePlus Publication","X3","","ppp,ppb,ppx,"
"fmt/1530","Serif PagePlus Publication","X4","","ppp,ppb,ppx,"
"fmt/1531","Serif PagePlus Publication","X5","","ppp,ppb,ppx,"
"fmt/1532","Serif PagePlus Publication","X6","","ppp,ppb,ppx,"
"fmt/1533","Serif PagePlus Publication","X7","","ppp,ppb,ppx,"
"fmt/1534","Serif PagePlus Publication","X8","","ppp,ppb,ppx,"
"fmt/1535","Serif PagePlus Publication","X9","","ppp,ppb,ppx,"
"fmt/1537","Serif PagePlus Publication","1-3","","ppp,ppt,"
"x-fmt/87","Microsoft Powerpoint Presentation Show","97-2003","","pps,"
"fmt/630","Microsoft PowerPoint Macro-Enabled Show","2007","","ppsm,"
"fmt/629","Microsoft PowerPoint Show","2007","","ppsx,"
"fmt/1866","Microsoft Powerpoint for Macintosh","2","","ppt,"
"fmt/181","Microsoft PowerPoint for Macintosh","2001","","ppt,"
"fmt/1867","Microsoft Powerpoint for Macintosh","3","","ppt,"
"fmt/179","Microsoft PowerPoint for Macintosh","4.0","","ppt,"
"fmt/1747","Microsoft PowerPoint Presentation","2.x","","ppt,"
"fmt/1748","Microsoft PowerPoint Presentation","3.x","","ppt,"
"x-fmt/88","Microsoft PowerPoint Presentation","4.x","","ppt,"
"fmt/125","Microsoft Powerpoint Presentation","95","","ppt,"
"fmt/126","Microsoft Powerpoint Presentation","97-2003","","ppt,"
"fmt/487","Macro Enabled Microsoft Powerpoint","2007 Onwards","","pptm,"
"fmt/215","Microsoft Powerpoint for Windows","2007 onwards","","pptx,"
"fmt/1829","PPTX Strict OOXML Presentation","2007 onwards","","pptx,"
"x-fmt/216","Microsoft Powerpoint Packaged Presentation","","","ppz,"
"fmt/1701","Persuasion Mac Document","1.0","","pr1,"
"fmt/1702","Persuasion Mac Document","2.0","","pr2,"
"fmt/1703","Persuasion Mac Document","2.1","","pr2,"
"fmt/1706","Persuasion Windows Document","2.0","","pr2,at2,"
"fmt/1704","Persuasion Mac Document","3.0","","pr3,"
"fmt/1707","Persuasion Windows Document","3.x - 4.x","","pr3,at3,pn4,at4,"
"fmt/1492","Harvard Graphics Presentation","4","","pr4,"
"fmt/1165","Praat Script File","","","praat,"
"fmt/1164","Praat Picture File","","","prapic,"
"fmt/1691","Microsoft Word for MS-DOS Printer Description File","Generic","","prd,"
"x-fmt/89","Freelance File","1.0-2.1","","pre,"
"fmt/1709","Persuasion Presentation Interchange File","","","prf,"
"fmt/1831","3D Studio (DOS) Project File","","","prj,"
"fmt/320","ESRI Shapefile Projection (Well-Known Text) Format","","","prj,"
"x-fmt/90","Microsoft Print File","","","prn,"
"fmt/185","Prime OCR","3.9","","pro,"
"fmt/183","PrimeOCR","3.0","","pro,"
"fmt/184","PrimeOCR","3.8","","pro,"
"fmt/186","PrimeOCR","4.0","","pro,"
"fmt/187","PrimeOCR","4.2","","pro,"
"fmt/188","PrimeOCR","4.3","","pro,"
"x-fmt/437","CATIA Project","4","","project,"
"fmt/1491","Harvard Graphics Presentation","1-3","","prs,"
"fmt/1043","Microsoft PRX File","","","prx,"
"fmt/1216","Lotus Freelance Show","","","prz,"
"x-fmt/91","Postscript","1.0","","ps,"
"x-fmt/406","PostScript","2.0","","ps,"
"x-fmt/407","PostScript","2.1","","ps,"
"x-fmt/408","PostScript","3.0","","ps,"
"fmt/501","PostScript","3.1","","ps,"
"fmt/996","Adobe Photoshop Large Document Format","","","psb,"
"fmt/1275","3M Printscape","2","","psc,"
"fmt/1733","PaintShop Plus Compressed Format","","","psc,da4,"
"x-fmt/92","Adobe Photoshop","","","psd,pdd,"
"fmt/1832","ArcSoft PhotoStudio File","","","psf,"
"x-fmt/93","Postscript Support File","","","psf,"
"fmt/959","Portable Sound Format","","","psf,psf1,psflib,minipsf,minipsf1,gsf,gsflib,minigsf,"
"x-fmt/233","Paint Shop Pro Image","3.0","","psp,"
"x-fmt/377","Paint Shop Pro Image","4.00","","psp,"
"x-fmt/234","Paint Shop Pro Image","5.0","","psp,"
"x-fmt/297","Paint Shop Pro Image","6.0","","psp,pspimage,"
"x-fmt/298","Paint Shop Pro Image","7","","psp,pspimage,"
"fmt/349","Paint Shop Pro Image","10","","pspimage,"
"x-fmt/376","Paint Shop Pro Image","8","","pspimage,"
"fmt/348","Paint Shop Pro Image","9","","pspimage,"
"fmt/1301","The Print Shop Project","2-5","","psproj,"
"x-fmt/248","Microsoft Outlook Personal Folders (ANSI)","1997-2002","","pst,"
"x-fmt/249","Microsoft Outlook Personal Folders (Unicode)","2003-2007","","pst,"
"x-fmt/94","Pocket Word Document","","","psw,pwd,"
"fmt/1503","Agisoft Project File","","","psx,"
"fmt/1502","Agisoft Project Archive","","","psz,"
"fmt/1597","PageMaker Template File","5.0","","pt5,"
"x-fmt/179","Microsoft Visual Modeller Petal file (ASCII)","","","ptl,"
"fmt/1362","Microsoft MapPoint Document","","","ptm,"
"fmt/519","Polynomial Texture Map","","","ptm,"
"fmt/1343","PTGui Project File","10","","pts,"
"fmt/1344","PTGui Project File","11","","pts,"
"fmt/1727","Pro Tools Session File","10 onwards","","ptx,"
"fmt/1897","Ptex File Format","","","ptx,"
"fmt/728","RealLegal E-Transcript","","","ptx,"
"fmt/1511","Microsoft Publisher","1","","pub,"
"x-fmt/252","Microsoft Publisher","2.0","","pub,"
"x-fmt/256","Microsoft Publisher","2000","","pub,"
"x-fmt/257","Microsoft Publisher","2002","","pub,"
"fmt/1512","Microsoft Publisher","2003","","pub,"
"fmt/1513","Microsoft Publisher","2007","","pub,"
"fmt/1514","Microsoft Publisher","2010","","pub,"
"fmt/1515","Microsoft Publisher","2013","","pub,"
"fmt/1516","Microsoft Publisher","2016-2019","","pub,"
"x-fmt/253","Microsoft Publisher","95","","pub,"
"x-fmt/254","Microsoft Publisher","97","","pub,"
"x-fmt/255","Microsoft Publisher","98","","pub,"
"fmt/1839","Microsoft Publisher Packaged Document","","","puz,"
"x-fmt/180","Instalit Script","","","pvd,"
"x-fmt/353","Professional Write Text File","","","pw,"
"x-fmt/95","Inkwriter/Notetaker Document","","","pwi,"
"x-fmt/96","Pocket Word Template","","","pwt,"
"fmt/938","Python Source Code File","","","py,"
"fmt/1106","Python Compiled File","2.0","","pyc,"
"fmt/1107","Python Compiled File","2.1","","pyc,"
"fmt/1108","Python Compiled File","2.2","","pyc,"
"fmt/1109","Python Compiled File","2.3","","pyc,"
"fmt/1110","Python Compiled File","2.4","","pyc,"
"fmt/1111","Python Compiled File","2.5","","pyc,"
"fmt/1112","Python Compiled File","2.6","","pyc,"
"fmt/939","Python Compiled File","2.7","","pyc,"
"fmt/1113","Python Compiled File","3.0","","pyc,"
"fmt/1114","Python Compiled File","3.1","","pyc,"
"fmt/1115","Python Compiled File","3.2","","pyc,"
"fmt/1116","Python Compiled File","3.3","","pyc,"
"fmt/940","Python Compiled File","3.4","","pyc,"
"fmt/1117","Python Compiled File","3.5","","pyc,"
"fmt/1118","Python Compiled File","3.6","","pyc,"
"fmt/576","GraphPad Prism","4","","pzf,"
"fmt/575","GraphPad Prism","1-3","","pzm,"
"fmt/1898","Perfect ZX Tape (PZX) Image Format","","","pzx,"
"fmt/1447","XLD4 (Bitmap Image)","","","q4,"
"fmt/1448","XLD4 (Graphic Data Document)","","","q4d,"
"fmt/1354","QuickBooks Backup File","","","qbb,"
"fmt/962","QCP Audio File Format","","","qcp,"
"fmt/308","Quicken Data Format","","","qdf,"
"fmt/508","Quarter Inch Cartridge Host Interchange Format","","","qic,"
"fmt/307","Quicken Interchange Format","","","qif,"
"fmt/651","QuarkXPress Project","10","","qpt,qwd,qxp,"
"fmt/652","QuarkXPress Project","6","","qpt,qwd,qxp,"
"fmt/837","Quattro Pro Spreadsheet","9 onwards","","qpw,"
"fmt/830","Qsplat Model","","","qs,"
"fmt/888","QuadriSpace Format","","","qsd,qsl,qsm,qst,"
"fmt/1861","Quicken 3 Database File","3","","qst,"
"fmt/1317","QuarkXPress Document","3.1","","qxd,qxt,qwd,"
"fmt/1444","QuarkXPress Document","3.2","","qxd,qxt,qwd,"
"fmt/1318","QuarkXPress Document","3.3","","qxd,qxt,qwd,"
"fmt/1319","QuarkXPress Document","4","","qxd,qxt,qwd,"
"fmt/1320","QuarkXPress Document","5","","qxd,qxt,qwd,"
"x-fmt/182","QuarkXPress Data File","","","qxd,qxt,qxp,qcd,qxl,qxb,qwd,qwt,qpt,"
"fmt/650","QuarkXPress Report File","","","qxp report,xtg,qxp%20report,"
"fmt/1446","QuarkXPress Project","10.1","","qxp,qpt,qwd,"
"fmt/1324","QuarkXPress Project","2015","","qxp,qpt,qwd,"
"fmt/1325","QuarkXPress Project","2016","","qxp,qpt,qwd,"
"fmt/1326","QuarkXPress Project","2017","","qxp,qpt,qwd,"
"fmt/1327","QuarkXPress Project","2018","","qxp,qpt,qwd,"
"fmt/1328","QuarkXPress Project","2019","","qxp,qpt,qwd,"
"fmt/1494","QuarkXPress Project","2020","","qxp,qpt,qwd,"
"fmt/1321","QuarkXPress Project","7","","qxp,qpt,qwd,"
"fmt/1322","QuarkXPress Project","8","","qxp,qpt,qwd,"
"fmt/1323","QuarkXPress Project","9.1","","qxp,qpt,qwd,"
"fmt/1445","QuarkXPress Project","9.2","","qxp,qpt,qwd,"
"fmt/1495","QuarkXPress Project","2021","","qxp,qwd,qpt,"
"fmt/685","QuarkXPress Project","9","","qxp,qwd,qpt,"
"fmt/1599","R Program File","","","r,"
"fmt/588","Redcode RAW (R3D) Media File","1","","r3d,"
"fmt/1038","Redcode RAW (R3D) Media File","2","","r3d,"
"x-fmt/278","RealAudio","3","","ra,"
"fmt/404","RealAudio","4","","ra,"
"fmt/642","Fujifilm RAW Image Format","","","raf,"
"x-fmt/183","RealAudio Metafile","","","ram,"
"x-fmt/264","RAR Archive","2.0","","rar,"
"fmt/411","RAR Archive","2.9","","rar,"
"fmt/613","RAR Archive","5.0","","rar,"
"x-fmt/184","Sun Raster Image","","","ras,sun,"
"fmt/1120","DIFFRACplus Raw Data File Format","1","","raw,"
"fmt/1121","DIFFRACplus Raw Data File Format","2","","raw,"
"fmt/655","KryoFlux","2","","raw,"
"fmt/656","KryoFlux","2.2","","raw,"
"x-fmt/185","Raw Bitmap","","","raw,"
"fmt/1659","XL-Paint","","","raw,"
"fmt/485","Rocket Book eBook format","","","rb,"
"fmt/1667","Roxio Easy Media Creator - Classic Creator File","8-10","","rcl,"
"fmt/1666","Roxio Easy Media Creator Layout","7","","rcl,"
"fmt/1665","Easy CD Creator Layout | Roxio Easy CD Creator Layout","5-6","","rcl,cl5,"
"fmt/1199","RData","ASCII","","rdata,"
"fmt/1198","RData","Binary","","rdata,"
"fmt/875","RDF/XML","","","rdf,"
"fmt/1920","LiveCode Stack","5.5","","rev,livecode,"
"fmt/1921","LiveCode Stack","7.0","","rev,livecode,"
"fmt/1923","LiveCode Stack","8.1+","","rev,livecode,"
"fmt/1919","Revolution Stack","2.7","","rev,livecode,"
"x-fmt/443","Revit Family File","","","rfa,"
"fmt/1348","Autodesk Revit Family File","2008","","rfa,rft,"
"fmt/1349","Autodesk Revit Family File","2010","","rfa,rft,"
"fmt/1351","Autodesk Revit Family File","2019","","rfa,rft,"
"fmt/1252","Raw Flux Image","","","rfi,"
"x-fmt/285","IBM DisplayWrite Revisable Form Text File","","","rft,"
"x-fmt/444","Revit Family Template","","","rft,"
"fmt/1506","EinScan RGE 3D Range File","","","rge,"
"fmt/530","eRuby HTML document","","","rhtml,rhtm,"
"x-fmt/187","Painter RIFF Image File","","","rif,"
"fmt/1746","Rocky Interlace Picture","","","rip,"
"fmt/1899","RIS Citation","","","ris,"
"x-fmt/188","SDSC Image Tool Wavefront Raster Image","","","rla,"
"fmt/1538","CompuServe RLE","","","rle,"
"x-fmt/189","SDSC Image Tool Run-Length Encoded Bitmap","","","rle,"
"x-fmt/190","RealMedia","","","rm,rmvb,"
"fmt/1039","Redcode Metadata (RMD) File","","","rmd,"
"fmt/1338","RootsMagic Database","4-7","","rmgc,"
"fmt/956","RIFF-based MIDI","","","rmi,"
"fmt/1044","AutoShade Rendering Slide","","","rnd,"
"fmt/1670","Roxio Audio Project File","11","","rox,"
"fmt/1669","Roxio Data Project File","11","","rox,"
"fmt/1668","Roxio Easy Media Creator Layout","8-10","","roxio,"
"fmt/1401","Student Writing Center Report","","","rp,rpt,"
"fmt/793","RPM Package Manager file","1","","rpm,src.rpm,"
"fmt/794","RPM Package Manager file","2","","rpm,src.rpm,"
"fmt/795","RPM Package Manager file","3","","rpm,src.rpm,"
"fmt/1648","Crystal Reports File","","","rpt,"
"x-fmt/97","Microsoft Excel OLE DB Query","","","rqy,"
"fmt/1626","MicroStation Symbology Resource File","","","rsc,"
"fmt/1565","reStructuredText","","","rst,"
"fmt/1539","Raster Matrix Format","","","rsw,"
"fmt/1895","RagTime Document File","4-6","","rtd,rtt,"
"x-fmt/445","Revit Template","","","rte,"
"fmt/969","Rich Text Format","0","","rtf,"
"fmt/45","Rich Text Format","1.0-1.4","","rtf,"
"fmt/50","Rich Text Format","1.5-1.6","","rtf,"
"fmt/52","Rich Text Format","1.7","","rtf,"
"fmt/53","Rich Text Format","1.8","","rtf,"
"fmt/355","Rich Text Format","1.9","","rtf,"
"fmt/1664","RED Thumbnail File","","","rtn,"
"x-fmt/277","Real Video","","","rv,"
"fmt/204","RealVideo Clip","","","rv,"
"x-fmt/446","Revit External Group","","","rvg,"
"fmt/1388","Muvee Reveal Project File","","","rvl,"
"x-fmt/447","Revit Project","","","rvt,"
"fmt/1346","Autodesk Revit File","4","","rvt,rfa,rte,rft,"
"fmt/1350","Autodesk Revit Project File","2019","","rvt,rte,"
"fmt/1347","Autodesk Revit Project File","2008","","rvt,rte,rft,"
"fmt/662","Panasonic Raw","","","rw2,"
"x-fmt/448","Revit Workspace","","","rws,"
"fmt/393","Borland Reflex flat datafile","","","rxd,"
"fmt/1661","Yamaha Wave Audio","Generic","","s01,u01,f01,w01,"
"fmt/718","Scream Tracker Module","3","","s3m,"
"fmt/1552","Surprise! Adlib Tracker v2.0","2.0","","sa2,"
"x-fmt/191","AMI Professional Document","","","sam,"
"fmt/606","Statistical Analysis System Catalog (Unix)","9.1","","sas7bcat,sc7,"
"fmt/1026","Statistical Analysis System Catalog (Unix)","9.2","","sas7bcat,sc7,"
"fmt/1028","Statistical Analysis System Catalog (Unix)","9.3","","sas7bcat,sc7,"
"fmt/1024","Statistical Analysis System Catalog (Unix)","Generic","","sas7bcat,sc7,"
"fmt/605","Statistical Analysis System Catalog (Windows)","9.1","","sas7bcat,sc7,"
"fmt/1025","Statistical Analysis System Catalog (Windows)","9.2","","sas7bcat,sc7,"
"fmt/1027","Statistical Analysis System Catalog (Windows)","9.3","","sas7bcat,sc7,"
"fmt/1023","Statistical Analysis System Catalog (Windows)","Generic","","sas7bcat,sc7,"
"fmt/1018","Statistical Analysis System Data (Unix)","8.2","","sas7bdat,sd7,"
"fmt/608","Statistical Analysis System Data (Unix)","9.1","","sas7bdat,sd7,"
"fmt/1020","Statistical Analysis System Data (Unix)","9.2","","sas7bdat,sd7,"
"fmt/1022","Statistical Analysis System Data (Unix)","9.3","","sas7bdat,sd7,"
"fmt/1016","Statistical Analysis System Data (Unix)","Generic","","sas7bdat,sd7,"
"fmt/1017","Statistical Analysis System Data (Windows)","8.2","","sas7bdat,sd7,"
"fmt/607","Statistical Analysis System Data (Windows)","9.1","","sas7bdat,sd7,"
"fmt/1019","Statistical Analysis System Data (Windows)","9.2","","sas7bdat,sd7,"
"fmt/1021","Statistical Analysis System Data (Windows)","9.3","","sas7bdat,sd7,"
"fmt/1015","Statistical Analysis System Data (Windows)","Generic","","sas7bdat,sd7,"
"x-fmt/98","AutoCAD ACIS Export File","","","sat,"
"fmt/638","SPSS Data File","","","sav,"
"fmt/1553","Septentrio Binary Format","","","sbf,"
"fmt/319","ESRI Spatial Index File","","","sbn,sbx,"
"fmt/1274","Sonic Scenarist Closed Caption Format","","","scc,"
"x-fmt/99","Schedule+ Contacts","","","scd,"
"fmt/1554","DNA Sequence Chromatogram File","3.00","","scf,"
"fmt/1938","Lotus Screencam Data File","3.0, 3.1","","scm,"
"x-fmt/100","AutoCAD Script","","","scr,"
"x-fmt/192","SAS for MS-DOS Catalog","","","sct,"
"fmt/209","Sound Designer II Audio File","","","sd2,"
"x-fmt/401","StarOffice Draw","5.x","","sda,"
"fmt/808","StarOffice Calc","3.x","","sdc,"
"fmt/809","StarOffice Calc","4.x","","sdc,"
"x-fmt/359","StarOffice Calc","5.x","","sdc,"
"fmt/810","StarOffice Draw","3.x","","sdd,"
"fmt/811","StarOffice Draw","4.x","","sdd,"
"fmt/814","StarOffice Impress","3.x","","sdd,"
"fmt/815","StarOffice Impress","4.x","","sdd,"
"x-fmt/360","StarOffice Impress","5.x","","sdd,"
"fmt/1555","Standard Data Format","","","sdf,"
"fmt/1556","Starlink Data Format","","","sdf,"
